Razao_Social;Cnpj;Mes;Ano;Barras;Descricao;Fabricante;Grupo;Total_custo;Quantidade;Valor_bruto;Valor_liquido;Valor_desconto
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7891024186244;ESC DENT COLG TWIST L2 P1;COLGATE-PALMOLIVE INDUSTRIA E COMERCIO LTDA.;REVENDAS;17,34;3;21,90;21,90;0,00
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7891024186244;ESC DENT COLG TWIST L2 P1;COLGATE-PALMOLIVE INDUSTRIA E COMERCIO LTDA.;REVENDAS;5,78;1;7,30;7,30;0,00
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7891317421595;PONDERA 25MG 20CPR;EUROFARMA;DROGARIAS;96,86;3;200,82;123,67;77,15
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7891317421595;PONDERA 25MG 20CPR;EUROFARMA;DROGARIAS;102,98;4;284,68;240,61;44,07
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7891317421595;PONDERA 25MG 20CPR;EUROFARMA;DROGARIAS;154,47;4;284,68;232,52;52,16
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7891317421595;PONDERA 25MG 20CPR;EUROFARMA;DROGARIAS;154,47;6;427,02;376,48;50,54
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7891058011413;CEPACOL MENTA 250ML;SANOFI WINTHROP FARMACEUTICA LTDA;REVENDAS;6,52;1;8,50;8,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7894900700015;COCA COLA ZERO LATA 350ML;COMPANHIA DE BEBIDAS IPIRANGA;REVENDAS;6,25;6;16,00;16,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7894900700015;COCA COLA ZERO LATA 350ML;COMPANHIA DE BEBIDAS IPIRANGA;REVENDAS;2,50;4;10,00;10,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7894900700015;COCA COLA ZERO LATA 350ML;COMPANHIA DE BEBIDAS IPIRANGA;REVENDAS;5,00;4;10,00;10,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7894900700015;COCA COLA ZERO LATA 350ML;COMPANHIA DE BEBIDAS IPIRANGA;REVENDAS;1,25;1;2,50;2,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7894900700015;COCA COLA ZERO LATA 350ML;COMPANHIA DE BEBIDAS IPIRANGA;REVENDAS;3,75;3;7,50;7,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896658004834;VERTIX 5MG GTS 30ML;ACHE LABORATORIOS FARMACEUTICOS S/A;DROGARIAS;5,56;1;7,67;6,48;1,19
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7891000049266;PAPINHA FEI-LEG-BET 115G;NESTLE BRASIL LTDA;REVENDAS;2,33;1;4,50;4,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7891000049273;PAPINHA CARNE-LEG 115G;NESTLE BRASIL LTDA;REVENDAS;4,66;2;9,00;9,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7891000049273;PAPINHA CARNE-LEG 115G;NESTLE BRASIL LTDA;REVENDAS;2,33;3;13,50;13,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7891000049099;PAPINHA CAR-LEG-MAC 115G;NESTLE BRASIL LTDA;REVENDAS;5,40;2;9,00;9,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7891000049099;PAPINHA CAR-LEG-MAC 115G;NESTLE BRASIL LTDA;REVENDAS;2,70;2;9,00;9,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896094202900;ELANI CICLO 21CP;LIBBS FARMACEUTICA LTDA;DROGARIAS;238,77;9;330,12;256,05;74,07
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896094202900;ELANI CICLO 21CP;LIBBS FARMACEUTICA LTDA;DROGARIAS;159,18;6;220,08;170,70;49,38
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896094202900;ELANI CICLO 21CP;LIBBS FARMACEUTICA LTDA;DROGARIAS;212,24;8;293,44;241,15;52,29
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7896094202900;ELANI CICLO 21CP;LIBBS FARMACEUTICA LTDA;DROGARIAS;186,43;7;257,75;212,26;45,49
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896094202900;ELANI CICLO 21CP;LIBBS FARMACEUTICA LTDA;DROGARIAS;81,75;3;113,01;94,97;18,04
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7896094202900;ELANI CICLO 21CP;LIBBS FARMACEUTICA LTDA;DROGARIAS;109,00;4;150,68;122,08;28,60
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896094202900;ELANI CICLO 21CP;LIBBS FARMACEUTICA LTDA;DROGARIAS;163,50;6;226,02;184,35;41,67
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7891000049105;PAPINHA FRUTAS SORT 120G;NESTLE BRASIL LTDA;REVENDAS;2,70;1;4,50;4,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896261006874;RITALINA LA 40MG 30CP *PBM*;NOVARTIS;DROGARIAS;338,58;2;450,28;307,50;142,78
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7896261006874;RITALINA LA 40MG 30CP *PBM*;NOVARTIS;DROGARIAS;173,86;2;462,46;277,45;185,01
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896261006874;RITALINA LA 40MG 30CP *PBM*;NOVARTIS;DROGARIAS;347,72;4;924,92;593,31;331,61
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7896261006874;RITALINA LA 40MG 30CP *PBM*;NOVARTIS;DROGARIAS;173,86;2;462,46;277,45;185,01
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7894650125014;RAID PROT 1 APAR+4PASTILHAS;J.F.B.GOUVEIA E CIA LTDA;REVENDAS;12,39;1;19,00;19,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7891010501105;FIO DENT J&J ESSENCIAL MENTA 100M;JOHNSONS & JOHNSONS;REVENDAS;35,91;9;45,00;44,85;0,15
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7891010501105;FIO DENT J&J ESSENCIAL MENTA 100M;JOHNSONS & JOHNSONS;REVENDAS;19,95;5;25,00;25,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7891010501105;FIO DENT J&J ESSENCIAL MENTA 100M;JOHNSONS & JOHNSONS;REVENDAS;55,86;16;80,00;78,85;1,15
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7891010501105;FIO DENT J&J ESSENCIAL MENTA 100M;JOHNSONS & JOHNSONS;REVENDAS;3,99;2;10,00;9,90;0,10
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7891010501105;FIO DENT J&J ESSENCIAL MENTA 100M;JOHNSONS & JOHNSONS;REVENDAS;3,99;1;5,00;5,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7891010501105;FIO DENT J&J ESSENCIAL MENTA 100M;JOHNSONS & JOHNSONS;REVENDAS;3,99;1;5,00;5,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896222717955;PRESER OLLA LARGE 6UN;OLLA;REVENDAS;4,11;1;5,90;5,90;0,00
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896222717955;PRESER OLLA LARGE 6UN;OLLA;REVENDAS;4,64;1;6,50;6,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7896222717955;PRESER OLLA LARGE 6UN;OLLA;REVENDAS;9,28;2;13,00;13,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896222717955;PRESER OLLA LARGE 6UN;OLLA;REVENDAS;4,64;1;6,50;6,28;0,22
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896255762595;DEPAKOTE 250MG 30CPR;ABBOTT LABS. DO BRASIL LTDA;DROGARIAS;57,42;2;79,38;27,79;51,59
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7896255762595;DEPAKOTE 250MG 30CPR;ABBOTT LABS. DO BRASIL LTDA;DROGARIAS;28,71;1;39,69;33,64;6,05
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896255762595;DEPAKOTE 250MG 30CPR;ABBOTT LABS. DO BRASIL LTDA;DROGARIAS;28,71;1;39,69;33,74;5,95
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896181911722;TOBRAMICINA+DEXAMET BIO 5ML;BIOSINTETICA;DROGARIAS;11,13;1;15,39;13,08;2,31
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896181911722;TOBRAMICINA+DEXAMET BIO 5ML;BIOSINTETICA;DROGARIAS;11,43;1;15,80;11,00;4,80
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7891268107500;XALACOM COL 2,5ML;LABORATORIOS PFIZER LTDA;DROGARIAS;98,35;1;135,96;67,97;67,99
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896699011433;PROT MAMILO LOLLY SILICONE 1UN;LOLLY;REVENDAS;10,15;1;15,00;15,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;8902220105218;RESPIDON 3MG 20CP;TORRENT;DROGARIAS;19,89;3;82,35;78,23;4,12
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896070600607;FLAGYL 250MG 20CPR;AVENTIS;DROGARIAS;9,57;2;26,46;23,81;2,65
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896070600607;FLAGYL 250MG 20CPR;AVENTIS;DROGARIAS;38,28;4;52,92;48,75;4,17
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896070600607;FLAGYL 250MG 20CPR;AVENTIS;DROGARIAS;28,71;3;39,69;37,71;1,98
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7896070600607;FLAGYL 250MG 20CPR;AVENTIS;DROGARIAS;9,57;2;26,46;25,14;1,32
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896548197370;OFTANE COL 15ML;ALCON LABORATORIOS DO BRASIL S.A;DROGARIAS;28,86;1;38,38;36,46;1,92
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896548197370;OFTANE COL 15ML;ALCON LABORATORIOS DO BRASIL S.A;DROGARIAS;91,77;3;122,04;115,86;6,18
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7899337000509;PROTOPIC 0,03% POM 10G;PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S/A;DROGARIAS;69,19;1;95,65;90,87;4,78
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7891317427337;MUD POM 10G;EUROFARMA;DROGARIAS;8,06;1;10,72;10,72;0,00
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896548140581;PATANOL S 2MG COL 2,5ML;A NOVAQUIMICA LABORATORIOS S/A;DROGARIAS;32,66;1;45,15;40,63;4,52
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7896548140581;PATANOL S 2MG COL 2,5ML;A NOVAQUIMICA LABORATORIOS S/A;DROGARIAS;33,54;1;46,37;39,40;6,97
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896255762991;DEPAKOTE ER 500MG 30CPR;A NOVAQUIMICA LABORATORIOS S/A;DROGARIAS;50,33;1;69,57;69,57;0,00
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896255762991;DEPAKOTE ER 500MG 30CPR;A NOVAQUIMICA LABORATORIOS S/A;DROGARIAS;50,33;1;69,57;66,09;3,48
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7896255762991;DEPAKOTE ER 500MG 30CPR;A NOVAQUIMICA LABORATORIOS S/A;DROGARIAS;251,65;7;486,99;416,01;70,98
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896255762991;DEPAKOTE ER 500MG 30CPR;A NOVAQUIMICA LABORATORIOS S/A;DROGARIAS;106,98;3;221,82;187,98;33,84
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7896255762991;DEPAKOTE ER 500MG 30CPR;A NOVAQUIMICA LABORATORIOS S/A;DROGARIAS;53,49;1;73,94;62,63;11,31
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896255762991;DEPAKOTE ER 500MG 30CPR;A NOVAQUIMICA LABORATORIOS S/A;DROGARIAS;160,47;3;221,82;210,72;11,10
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7897595901927;AAS INF 100MG 120CP;SANOFI WINTHROP FARMACEUTICA LTDA;DROGARIAS;35,26;1;46,89;10,00;36,89
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896070600799;FLAGYL 400MG 24CPR;AVENTIS;DROGARIAS;26,22;2;36,24;34,41;1,83
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896070600799;FLAGYL 400MG 24CPR;AVENTIS;DROGARIAS;13,94;1;19,27;18,31;0,96
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7896070600799;FLAGYL 400MG 24CPR;AVENTIS;DROGARIAS;13,94;1;19,27;18,31;0,96
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896070600799;FLAGYL 400MG 24CPR;AVENTIS;DROGARIAS;27,88;2;38,54;38,27;0,27
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896658008740;LEVOID 25MCG 30CP;A NOVAQUIMICA LABORATORIOS S/A;DROGARIAS;14,48;2;20,00;16,02;3,98
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7896658008740;LEVOID 25MCG 30CP;A NOVAQUIMICA LABORATORIOS S/A;DROGARIAS;7,24;2;20,00;17,00;3,00
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7897144600899;ESC DENT BITUFO COCOR 2 A 5 ANOS;BITUFO;REVENDAS;4,50;1;7,50;7,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7897144600899;ESC DENT BITUFO COCOR 2 A 5 ANOS;BITUFO;REVENDAS;4,50;1;7,50;7,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7897144600899;ESC DENT BITUFO COCOR 2 A 5 ANOS;BITUFO;REVENDAS;4,50;1;7,50;7,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7897144600899;ESC DENT BITUFO COCOR 2 A 5 ANOS;BITUFO;REVENDAS;9,00;2;15,00;15,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7898419464420;MINI ABAJOUR HOMEM ARANHA;;REVENDAS;12,13;1;17,90;17,90;0,00
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7898419466264;MINI ABAJOUR PRINCESA;;REVENDAS;12,28;1;17,90;17,90;0,00
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7898419466264;MINI ABAJOUR PRINCESA;;REVENDAS;12,28;1;17,90;17,90;0,00
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7898419466264;MINI ABAJOUR PRINCESA;;REVENDAS;12,28;1;17,90;17,90;0,00
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;98;SAL DE FRUTA ENO ENV LARANJA;GLAXO DO BRASIL S/A;DROGARIAS;5,76;9;11,52;11,27;0,25
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;98;SAL DE FRUTA ENO ENV LARANJA;GLAXO DO BRASIL S/A;DROGARIAS;12,48;28;35,84;35,70;0,14
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;98;SAL DE FRUTA ENO ENV LARANJA;GLAXO DO BRASIL S/A;DROGARIAS;17,28;29;37,12;36,65;0,47
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;98;SAL DE FRUTA ENO ENV LARANJA;GLAXO DO BRASIL S/A;DROGARIAS;13,65;21;27,31;27,14;0,17
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;98;SAL DE FRUTA ENO ENV LARANJA;GLAXO DO BRASIL S/A;DROGARIAS;17,51;23;31,51;31,30;0,21
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;98;SAL DE FRUTA ENO ENV LARANJA;GLAXO DO BRASIL S/A;DROGARIAS;16,48;21;28,57;28,50;0,07
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;98;SAL DE FRUTA ENO ENV LARANJA;GLAXO DO BRASIL S/A;DROGARIAS;19,57;24;32,64;32,53;0,11
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7896018700345;LOC HIDR TURMA MONICA 200ML;;REVENDAS;6,11;1;8,90;8,90;0,00
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7897337707008;FLOXACIN 400MG 14CPR *PBM*;MERCK S/A INDUSTRIAS QUIMICAS;DROGARIAS;22,09;1;30,54;15,00;15,54
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7897144600905;ESC DENT BITUFO COCOR + DE 5 ANOS;BITUFO;REVENDAS;12,51;3;20,70;20,70;0,00
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7897144600905;ESC DENT BITUFO COCOR + DE 5 ANOS;BITUFO;REVENDAS;4,17;1;6,90;6,90;0,00
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7897144600905;ESC DENT BITUFO COCOR + DE 5 ANOS;BITUFO;REVENDAS;4,17;1;6,90;6,90;0,00
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7897144600905;ESC DENT BITUFO COCOR + DE 5 ANOS;BITUFO;REVENDAS;4,17;1;6,90;6,90;0,00
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896015518479;SAL DE FRUTA ENO ENV LIMAO;GLAXO DO BRASIL S/A;DROGARIAS;8,64;18;23,04;22,70;0,34
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896015518479;SAL DE FRUTA ENO ENV LIMAO;GLAXO DO BRASIL S/A;DROGARIAS;18,24;29;37,12;36,69;0,43
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896015518479;SAL DE FRUTA ENO ENV LIMAO;GLAXO DO BRASIL S/A;DROGARIAS;5,76;6;7,68;7,62;0,06
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7896015518479;SAL DE FRUTA ENO ENV LIMAO;GLAXO DO BRASIL S/A;DROGARIAS;7,89;16;20,80;20,80;0,00
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896015518479;SAL DE FRUTA ENO ENV LIMAO;GLAXO DO BRASIL S/A;DROGARIAS;11,33;13;17,81;17,75;0,06
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7896015518479;SAL DE FRUTA ENO ENV LIMAO;GLAXO DO BRASIL S/A;DROGARIAS;11,33;15;20,43;20,37;0,06
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896015518479;SAL DE FRUTA ENO ENV LIMAO;GLAXO DO BRASIL S/A;DROGARIAS;6,18;9;12,24;12,23;0,01
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896180300558;MAXIFLOX D PDA OF 3,5G;;DROGARIAS;20,75;1;28,68;25,81;2,87
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896112466215;TESS 21CP;UNIAO QUIMICA FARMACEUTICA NACIONAL S/A;DROGARIAS;36,40;5;67,85;58,34;9,51
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896112466215;TESS 21CP;UNIAO QUIMICA FARMACEUTICA NACIONAL S/A;DROGARIAS;18,20;2;27,14;22,11;5,03
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896112466215;TESS 21CP;UNIAO QUIMICA FARMACEUTICA NACIONAL S/A;DROGARIAS;36,40;4;54,28;46,69;7,59
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7896112466215;TESS 21CP;UNIAO QUIMICA FARMACEUTICA NACIONAL S/A;DROGARIAS;27,30;3;40,71;34,81;5,90
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896112466215;TESS 21CP;UNIAO QUIMICA FARMACEUTICA NACIONAL S/A;DROGARIAS;40,36;4;55,76;47,69;8,07
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896112466215;TESS 21CP;UNIAO QUIMICA FARMACEUTICA NACIONAL S/A;DROGARIAS;10,09;1;13,94;11,00;2,94
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7894916505215;EUPROSTATIN 2MG 30CPR;;DROGARIAS;33,20;2;45,88;36,64;9,24
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7613032993528;NUTREN 1.0 400G BAUNILHA;NESTLE BRASIL LTDA;REVENDAS;45,38;1;58,90;58,90;0,00
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7613032993528;NUTREN 1.0 400G BAUNILHA;NESTLE BRASIL LTDA;REVENDAS;45,38;1;58,90;58,90;0,00
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7613032993528;NUTREN 1.0 400G BAUNILHA;NESTLE BRASIL LTDA;REVENDAS;90,76;2;109,80;109,60;0,20
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896422507011;CETIRIZINA MED 10MG 6CPR;MEDLEY S/A INDUSTRIA FARMACEUTICA;DROGARIAS;9,53;2;25,34;25,34;0,00
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7898341430036;SUCO DELVAL PESSEGO 1L;COMPANHIA DE BEBIDAS IPIRANGA;REVENDAS;15,20;5;22,50;22,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7898341430036;SUCO DELVAL PESSEGO 1L;COMPANHIA DE BEBIDAS IPIRANGA;REVENDAS;6,08;3;13,50;13,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7898341430036;SUCO DELVAL PESSEGO 1L;COMPANHIA DE BEBIDAS IPIRANGA;REVENDAS;15,20;6;27,00;27,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7898341430036;SUCO DELVAL PESSEGO 1L;COMPANHIA DE BEBIDAS IPIRANGA;REVENDAS;3,04;1;4,50;4,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7898341430036;SUCO DELVAL PESSEGO 1L;COMPANHIA DE BEBIDAS IPIRANGA;REVENDAS;6,08;3;13,50;13,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7898341430036;SUCO DELVAL PESSEGO 1L;COMPANHIA DE BEBIDAS IPIRANGA;REVENDAS;6,08;3;13,50;13,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7898341430098;SUCO DELVAL UVA 1L;COMPANHIA DE BEBIDAS IPIRANGA;REVENDAS;6,08;2;9,00;9,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7898341430098;SUCO DELVAL UVA 1L;COMPANHIA DE BEBIDAS IPIRANGA;REVENDAS;15,20;5;22,50;22,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7898341430098;SUCO DELVAL UVA 1L;COMPANHIA DE BEBIDAS IPIRANGA;REVENDAS;21,28;7;31,50;31,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7898341430098;SUCO DELVAL UVA 1L;COMPANHIA DE BEBIDAS IPIRANGA;REVENDAS;6,08;2;9,00;9,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7898341430098;SUCO DELVAL UVA 1L;COMPANHIA DE BEBIDAS IPIRANGA;REVENDAS;12,16;4;18,00;18,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7898341430098;SUCO DELVAL UVA 1L;COMPANHIA DE BEBIDAS IPIRANGA;REVENDAS;6,08;2;10,40;10,40;0,00
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7898341430012;SUCO DELVAL MANGA 1L;COMPANHIA DE BEBIDAS IPIRANGA;REVENDAS;21,28;7;31,50;30,70;0,80
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7898341430012;SUCO DELVAL MANGA 1L;COMPANHIA DE BEBIDAS IPIRANGA;REVENDAS;27,36;9;40,50;40,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7898341430012;SUCO DELVAL MANGA 1L;COMPANHIA DE BEBIDAS IPIRANGA;REVENDAS;6,08;2;9,00;9,00;0,00
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7898341430012;SUCO DELVAL MANGA 1L;COMPANHIA DE BEBIDAS IPIRANGA;REVENDAS;9,12;3;13,50;13,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7898341430012;SUCO DELVAL MANGA 1L;COMPANHIA DE BEBIDAS IPIRANGA;REVENDAS;9,12;3;13,50;13,50;0,00
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7896004713854;CIPROFLOX EMS 5ML;EMS;DROGARIAS;8,09;1;11,18;8,50;2,68
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7896004713854;CIPROFLOX EMS 5ML;EMS;DROGARIAS;8,09;1;11,18;8,50;2,68
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7896004716121;CLINDAMICINA EMS GEL 45G;EMS;DROGARIAS;18,03;1;24,04;24,04;0,00
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896004716121;CLINDAMICINA EMS GEL 45G;EMS;DROGARIAS;18,03;1;24,04;20,43;3,61
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896004708669;DIMETICONA+HOMAT EMS 20ML;EMS;DROGARIAS;7,19;1;9,56;6,69;2,87
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896004708669;DIMETICONA+HOMAT EMS 20ML;EMS;DROGARIAS;7,19;1;9,56;8,13;1,43
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896070600881;GARDENAL  50MG 20CPR;AVENTIS;DROGARIAS;7,18;3;14,88;14,13;0,75
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896070600881;GARDENAL  50MG 20CPR;AVENTIS;DROGARIAS;3,82;2;10,56;10,03;0,53
FARMACIA ANA TERRA LTDA;86384344000167;7;2013;7896070600881;GARDENAL  50MG 20CPR;AVENTIS;DROGARIAS;3,82;1;5,28;5,02;0,26
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896251801601;VITANOL A 0,05% GEL 30GR;LABORATORIOS STIEFIL LTDA;DROGARIAS;22,19;1;30,68;30,68;0,00
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896004715599;FUROATO MOMET EMS PM 20G;EMS;DROGARIAS;16,94;1;23,42;19,91;3,51
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896004715704;NIMODIPINO EMS 30MG 30CPR;EMS;DROGARIAS;130,05;5;299,65;166,59;133,06
FARMACIA ANA TERRA LTDA;86384344000167;4;2013;7896004715704;NIMODIPINO EMS 30MG 30CPR;EMS;DROGARIAS;44,52;1;61,54;41,72;19,82
FARMACIA ANA TERRA LTDA;86384344000167;5;2013;7896004715704;NIMODIPINO EMS 30MG 30CPR;EMS;DROGARIAS;89,04;4;246,16;122,58;123,58
FARMACIA ANA TERRA LTDA;86384344000167;6;2013;7896004715704;NIMODIPINO EMS 30MG 30CPR;EMS;DROGARIAS;222,60;7;430,78;210,03;220,75
FARMACIA ANA TERRA LTDA;86384344000167;1;2013;7896070600669;GARDENAL 100MG 20CPR;AVENTIS;DROGARIAS;17,36;7;42,00;40,29;1,71
FARMACIA ANA TERRA LTDA;86384344000167;2;2013;7896070600669;GARDENAL 100MG 20CPR;AVENTIS;DROGARIAS;21,70;6;36,00;35,70;0,30
FARMACIA ANA TERRA LTDA;86384344000167;3;2013;7896070600669;GARDENAL 100MG 20CPR;AVENTIS;DROGARIAS;4,34;2;12,00;11,40;0,60
